_id,Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
3426,Bundaberg,76,1687946400,2023-06-28T20:00:00,-24.68156,152.49371,0.619,1.1,3.45,3.226,20.9,332.57,-99.9,-99.9
3427,Bundaberg,76,1687948200,2023-06-28T20:30:00,-24.68153,152.49369,0.681,1.13,3.7,3.252,20.85,341.07,-99.9,-99.9
3428,Bundaberg,76,1687950000,2023-06-28T21:00:00,-24.68155,152.49371,0.653,1.25,4.17,3.361,20.8,325.57,-99.9,-99.9
3429,Bundaberg,76,1687951800,2023-06-28T21:30:00,-24.6816,152.49371,0.685,1.25,4,3.226,20.85,331.17,-99.9,-99.9
3430,Bundaberg,76,1687953600,2023-06-28T22:00:00,-24.68166,152.49373,0.748,1.21,4.17,3.279,20.8,332.57,-99.9,-99.9
3431,Bundaberg,76,1687955400,2023-06-28T22:30:00,-24.68178,152.49371,0.766,1.31,4.17,3.333,20.8,324.17,-99.9,-99.9
3432,Bundaberg,76,1687957200,2023-06-28T23:00:00,-24.68184,152.49367,0.723,1.42,4.17,3.279,20.85,319.97,-99.9,-99.9
3433,Bundaberg,76,1687959000,2023-06-28T23:30:00,-24.68192,152.49362,0.716,1.24,4,3.252,20.85,329.77,-99.9,-99.9
3434,Bundaberg,76,1687960800,2023-06-29T00:00:00,-24.68197,152.49358,0.79,1.38,4.17,3.2,20.8,339.67,-99.9,-99.9
3435,Bundaberg,76,1687962600,2023-06-29T00:30:00,-24.682,152.49354,0.781,1.33,4.17,3.361,20.85,332.57,-99.9,-99.9
3436,Bundaberg,76,1687964400,2023-06-29T01:00:00,-24.68203,152.4935,0.743,1.29,4,3.279,20.8,332.57,-99.9,-99.9
3437,Bundaberg,76,1687966200,2023-06-29T01:30:00,-24.68201,152.4935,0.702,1.24,4.17,3.252,20.8,346.67,-99.9,-99.9
3438,Bundaberg,76,1687968000,2023-06-29T02:00:00,-24.68202,152.49352,0.653,1.23,4.17,3.306,20.8,335.37,-99.9,-99.9
3439,Bundaberg,76,1687969800,2023-06-29T02:30:00,-24.68203,152.49352,0.667,1.14,4.35,3.361,20.8,343.87,-99.9,-99.9
3440,Bundaberg,76,1687971600,2023-06-29T03:00:00,-24.68205,152.49354,0.606,1.16,4.17,3.39,20.75,341.07,-99.9,-99.9
3441,Bundaberg,76,1687973400,2023-06-29T03:30:00,-24.68193,152.49358,0.581,0.97,4.35,3.361,20.75,346.67,-99.9,-99.9
3442,Bundaberg,76,1687975200,2023-06-29T04:00:00,-24.68181,152.49367,0.537,1.17,4.17,3.226,20.75,343.87,-99.9,-99.9
3443,Bundaberg,76,1687977000,2023-06-29T04:30:00,-24.68174,152.49371,0.503,0.84,4.35,3.101,20.8,355.07,-99.9,-99.9
3444,Bundaberg,76,1687978800,2023-06-29T05:00:00,-24.68168,152.49371,0.488,0.84,4.35,3.226,20.75,343.87,-99.9,-99.9
3445,Bundaberg,76,1687980600,2023-06-29T05:30:00,-24.68149,152.49371,0.431,0.7,4.35,3.101,20.75,349.47,-99.9,-99.9
3446,Bundaberg,76,1687982400,2023-06-29T06:00:00,-24.68148,152.49367,0.397,0.67,4,3.252,20.75,341.07,-99.9,-99.9
3447,Bundaberg,76,1687984200,2023-06-29T06:30:00,-24.68143,152.49365,0.395,0.65,4.35,3.333,20.7,352.27,-99.9,-99.9
3448,Bundaberg,76,1687986000,2023-06-29T07:00:00,-24.68139,152.4936,0.375,0.7,4.17,3.54,20.7,346.67,-99.9,-99.9
3449,Bundaberg,76,1687987800,2023-06-29T07:30:00,-24.68135,152.49358,0.362,0.74,4.17,3.738,20.7,346.67,-99.9,-99.9
3450,Bundaberg,76,1687989600,2023-06-29T08:00:00,-24.68133,152.49356,0.332,0.59,4.17,4,20.65,346.67,-99.9,-99.9
3451,Bundaberg,76,1687991400,2023-06-29T08:30:00,-24.6813,152.4935,0.318,0.56,4,4.04,20.65,345.27,-99.9,-99.9
3452,Bundaberg,76,1687993200,2023-06-29T09:00:00,-24.68128,152.49347,0.308,0.59,4,3.846,20.65,342.47,-99.9,-99.9
3453,Bundaberg,76,1687995000,2023-06-29T09:30:00,-24.68127,152.49345,0.314,0.48,3.85,4,20.6,339.67,-99.9,-99.9
3454,Bundaberg,76,1687996800,2023-06-29T10:00:00,-24.68127,152.49343,0.294,0.49,12.5,4,20.65,59.77,-99.9,-99.9
3455,Bundaberg,76,1687998600,2023-06-29T10:30:00,-24.68129,152.49343,0.295,0.48,4,3.96,20.65,339.67,-99.9,-99.9
3456,Bundaberg,76,1688000400,2023-06-29T11:00:00,-24.68135,152.4935,0.29,0.56,3.85,3.67,20.8,339.67,-99.9,-99.9
3457,Bundaberg,76,1688002200,2023-06-29T11:30:00,-24.68154,152.49352,0.343,0.56,12.5,3.846,20.8,55.57,-99.9,-99.9
3458,Bundaberg,76,1688004000,2023-06-29T12:00:00,-24.68166,152.49356,0.424,0.69,12.5,3.15,20.75,56.97,-99.9,-99.9
3459,Bundaberg,76,1688005800,2023-06-29T12:30:00,-24.68192,152.49345,0.468,0.78,2.63,2.797,20.75,207.47,-99.9,-99.9
3460,Bundaberg,76,1688007600,2023-06-29T13:00:00,-24.68206,152.49332,0.512,0.97,2.86,2.899,20.75,211.67,-99.9,-99.9
3461,Bundaberg,76,1688009400,2023-06-29T13:30:00,-24.68206,152.49337,0.488,0.92,3.03,2.92,20.75,210.27,-99.9,-99.9
3462,Bundaberg,76,1688011200,2023-06-29T14:00:00,-24.68206,152.49339,0.488,0.98,3.23,2.92,20.7,203.27,-99.9,-99.9
3463,Bundaberg,76,1688013000,2023-06-29T14:30:00,-24.68204,152.49345,0.519,0.88,3.23,2.941,20.7,208.87,-99.9,-99.9
3464,Bundaberg,76,1688014800,2023-06-29T15:00:00,-24.68203,152.49347,0.539,0.97,3.23,2.941,20.75,187.77,-99.9,-99.9
3465,Bundaberg,76,1688016600,2023-06-29T15:30:00,-24.68203,152.49354,0.469,0.79,3.23,2.941,20.75,208.87,-99.9,-99.9
3466,Bundaberg,76,1688018400,2023-06-29T16:00:00,-24.68201,152.49356,0.525,0.99,3.23,2.899,20.75,200.37,-99.9,-99.9
3467,Bundaberg,76,1688020200,2023-06-29T16:30:00,-24.68197,152.4936,0.518,0.88,3.33,2.899,20.75,177.87,-99.9,-99.9
3468,Bundaberg,76,1688022000,2023-06-29T17:00:00,-24.68187,152.49369,0.479,0.85,3.13,2.857,20.8,183.57,-99.9,-99.9
3469,Bundaberg,76,1688023800,2023-06-29T17:30:00,-24.68182,152.49371,0.454,0.8,2.7,2.817,20.85,217.27,-99.9,-99.9
3470,Bundaberg,76,1688025600,2023-06-29T18:00:00,-24.68175,152.49373,0.392,0.64,3.33,2.721,20.8,159.67,-99.9,-99.9
3471,Bundaberg,76,1688027400,2023-06-29T18:30:00,-24.68168,152.49373,0.333,0.55,2.56,2.74,20.85,217.27,-99.9,-99.9
3472,Bundaberg,76,1688029200,2023-06-29T19:00:00,-24.68163,152.49373,0.328,0.54,12.5,2.649,20.85,65.37,-99.9,-99.9
3473,Bundaberg,76,1688031000,2023-06-29T19:30:00,-24.68155,152.49371,0.34,0.68,12.5,2.632,20.8,54.17,-99.9,-99.9
3474,Bundaberg,76,1688032800,2023-06-29T20:00:00,-24.68141,152.49367,0.354,0.63,2.44,2.564,20.75,187.77,-99.9,-99.9
3475,Bundaberg,76,1688034600,2023-06-29T20:30:00,-24.68134,152.49358,0.374,0.6,2.78,2.5,20.7,169.47,-99.9,-99.9
3476,Bundaberg,76,1688036400,2023-06-29T21:00:00,-24.6813,152.49354,0.377,0.67,3.03,2.5,20.65,161.07,-99.9,-99.9
3477,Bundaberg,76,1688038200,2023-06-29T21:30:00,-24.68128,152.49352,0.364,0.62,2.78,2.484,20.6,162.47,-99.9,-99.9
3478,Bundaberg,76,1688040000,2023-06-29T22:00:00,-24.68129,152.49352,0.441,0.8,2.94,2.469,20.55,163.87,-99.9,-99.9
3479,Bundaberg,76,1688041800,2023-06-29T22:30:00,-24.68128,152.4935,0.528,0.97,2.94,2.516,20.55,166.67,-99.9,-99.9
3480,Bundaberg,76,1688043600,2023-06-29T23:00:00,-24.68126,152.49347,0.488,0.86,3.03,2.649,20.55,179.37,-99.9,-99.9
3481,Bundaberg,76,1688045400,2023-06-29T23:30:00,-24.68126,152.4935,0.506,0.88,3.03,2.685,20.5,194.77,-99.9,-99.9
3482,Bundaberg,76,1688047200,2023-06-30T00:00:00,-24.68128,152.49347,0.54,1.05,2.94,2.703,20.5,208.87,-99.9,-99.9
3483,Bundaberg,76,1688049000,2023-06-30T00:30:00,-24.68124,152.49335,0.567,0.99,2.94,2.74,20.5,224.37,-99.9,-99.9
3484,Bundaberg,76,1688050800,2023-06-30T01:00:00,-24.68129,152.49311,0.604,1.13,2.86,2.759,20.45,218.67,-99.9,-99.9
3485,Bundaberg,76,1688052600,2023-06-30T01:30:00,-24.68161,152.49298,0.664,1.24,3.03,2.899,20.45,213.07,-99.9,-99.9
3486,Bundaberg,76,1688054400,2023-06-30T02:00:00,-24.68192,152.49296,0.716,1.37,3.33,2.941,20.45,190.57,-99.9,-99.9
3487,Bundaberg,76,1688056200,2023-06-30T02:30:00,-24.68205,152.49313,0.732,1.24,3.45,3.101,20.5,186.37,-99.9,-99.9
3488,Bundaberg,76,1688058000,2023-06-30T03:00:00,-24.68206,152.49322,0.807,1.5,3.85,3.15,20.5,166.67,-99.9,-99.9
3489,Bundaberg,76,1688059800,2023-06-30T03:30:00,-24.68207,152.4933,0.937,1.59,3.33,3.175,20.5,210.27,-99.9,-99.9
3490,Bundaberg,76,1688061600,2023-06-30T04:00:00,-24.68205,152.4933,0.91,1.58,3.7,3.361,20.5,207.47,-99.9,-99.9
3491,Bundaberg,76,1688063400,2023-06-30T04:30:00,-24.682,152.4933,0.913,1.63,3.45,3.279,20.5,208.87,-99.9,-99.9
3492,Bundaberg,76,1688065200,2023-06-30T05:00:00,-24.68188,152.49326,0.877,1.78,3.57,3.226,20.5,211.67,-99.9,-99.9
3493,Bundaberg,76,1688067000,2023-06-30T05:30:00,-24.6815,152.49332,0.929,1.82,3.57,3.279,20.5,211.67,-99.9,-99.9
3494,Bundaberg,76,1688068800,2023-06-30T06:00:00,-24.68123,152.49317,0.959,1.73,3.57,3.39,20.5,217.27,-99.9,-99.9
3495,Bundaberg,76,1688070600,2023-06-30T06:30:00,-24.6812,152.49322,0.945,2.07,3.45,3.252,20.5,214.47,-99.9,-99.9
3496,Bundaberg,76,1688072400,2023-06-30T07:00:00,-24.68119,152.49324,0.875,1.6,3.7,3.226,20.4,200.37,-99.9,-99.9
3497,Bundaberg,76,1688074200,2023-06-30T07:30:00,-24.68119,152.49326,0.814,1.49,3.57,3.2,20.35,210.27,-99.9,-99.9
3498,Bundaberg,76,1688076000,2023-06-30T08:00:00,-24.68119,152.49326,0.811,1.54,3.03,3.077,20.3,204.67,-99.9,-99.9
3499,Bundaberg,76,1688077800,2023-06-30T08:30:00,-24.68117,152.49322,0.749,1.25,3.33,3.008,20.25,203.27,-99.9,-99.9
3500,Bundaberg,76,1688079600,2023-06-30T09:00:00,-24.68118,152.49317,0.697,1.24,3.7,2.941,20.2,168.07,-99.9,-99.9
3501,Bundaberg,76,1688081400,2023-06-30T09:30:00,-24.6812,152.49313,0.685,1.33,3.33,2.941,20.2,201.87,-99.9,-99.9
3502,Bundaberg,76,1688083200,2023-06-30T10:00:00,-24.6812,152.49311,0.623,1.09,3.13,2.92,20.2,201.87,-99.9,-99.9
3503,Bundaberg,76,1688085000,2023-06-30T10:30:00,-24.68123,152.49307,0.622,1.02,3.33,2.963,20.15,207.47,-99.9,-99.9
3504,Cape Flattery,4895,1687442400,2023-06-23T00:00:00,-14.92798,145.34504,0.58,0.98,3.85,3.101,24.6,116.7,-99.9,-99.9
3505,Cape Flattery,4895,1687444200,2023-06-23T00:30:00,-14.92797,145.34504,0.551,0.93,3.85,3.226,24.55,112.5,-99.9,-99.9
3506,Cape Flattery,4895,1687446000,2023-06-23T01:00:00,-14.92795,145.34507,0.49,1,3.7,3.101,24.55,108.3,-99.9,-99.9
3507,Cape Flattery,4895,1687447800,2023-06-23T01:30:00,-14.92794,145.34509,0.565,1.04,4,3.077,24.55,112.5,-99.9,-99.9
3508,Cape Flattery,4895,1687449600,2023-06-23T02:00:00,-14.92791,145.34515,0.544,0.95,4,3.175,24.5,108.3,-99.9,-99.9
3509,Cape Flattery,4895,1687451400,2023-06-23T02:30:00,-14.92791,145.34517,0.583,1.1,3.85,3.125,24.5,122.3,-99.9,-99.9
3510,Cape Flattery,4895,1687453200,2023-06-23T03:00:00,-14.92792,145.34515,0.562,0.96,3.85,3.175,24.5,115.3,-99.9,-99.9
3511,Cape Flattery,4895,1687455000,2023-06-23T03:30:00,-14.92791,145.34517,0.573,1.03,3.85,3.15,24.45,116.7,-99.9,-99.9
3512,Cape Flattery,4895,1687456800,2023-06-23T04:00:00,-14.92793,145.34515,0.587,1.27,3.85,3.125,24.5,118.1,-99.9,-99.9
3513,Cape Flattery,4895,1687458600,2023-06-23T04:30:00,-14.92791,145.34517,0.576,1.05,4,3.2,24.5,120.9,-99.9,-99.9
3514,Cape Flattery,4895,1687460400,2023-06-23T05:00:00,-14.92792,145.34515,0.58,1.2,3.85,3.15,24.45,120.9,-99.9,-99.9
3515,Cape Flattery,4895,1687462200,2023-06-23T05:30:00,-14.92792,145.34513,0.621,1.17,4,3.252,24.5,122.3,-99.9,-99.9
3516,Cape Flattery,4895,1687464000,2023-06-23T06:00:00,-14.92792,145.34513,0.631,1.04,4.17,3.226,24.55,120.9,-99.9,-99.9
3517,Cape Flattery,4895,1687465800,2023-06-23T06:30:00,-14.92795,145.34509,0.622,1.13,4,3.2,24.45,122.3,-99.9,-99.9
3518,Cape Flattery,4895,1687467600,2023-06-23T07:00:00,-14.92797,145.34507,0.638,1.17,4,3.15,24.45,122.3,-99.9,-99.9
3519,Cape Flattery,4895,1687469400,2023-06-23T07:30:00,-14.928,145.34504,0.64,1.16,4,3.2,24.45,123.8,-99.9,-99.9
3520,Cape Flattery,4895,1687471200,2023-06-23T08:00:00,-14.92802,145.34502,0.609,1.1,3.85,3.252,24.5,120.9,-99.9,-99.9
3521,Cape Flattery,4895,1687473000,2023-06-23T08:30:00,-14.92802,145.34502,0.604,0.99,4,3.361,24.5,125.2,-99.9,-99.9
3522,Cape Flattery,4895,1687474800,2023-06-23T09:00:00,-14.92802,145.345,0.528,0.91,3.85,3.175,24.55,122.3,-99.9,-99.9
3523,Cape Flattery,4895,1687476600,2023-06-23T09:30:00,-14.92801,145.34502,0.539,0.89,4,3.15,24.55,122.3,-99.9,-99.9
3524,Cape Flattery,4895,1687478400,2023-06-23T10:00:00,-14.92801,145.34502,0.491,0.79,4,3.125,24.55,125.2,-99.9,-99.9
3525,Cape Flattery,4895,1687480200,2023-06-23T10:30:00,-14.92802,145.34502,0.502,0.93,3.85,3.053,24.6,120.9,-99.9,-99.9
3526,Cape Flattery,4895,1687482000,2023-06-23T11:00:00,-14.92803,145.345,0.492,0.82,3.45,3.03,24.6,119.5,-99.9,-99.9
3527,Cape Flattery,4895,1687483800,2023-06-23T11:30:00,-14.92801,145.34502,0.488,0.84,3.7,3.077,24.65,119.5,-99.9,-99.9
3528,Cape Flattery,4895,1687485600,2023-06-23T12:00:00,-14.928,145.34504,0.511,0.91,3.7,2.985,24.65,120.9,-99.9,-99.9
3529,Cape Flattery,4895,1687487400,2023-06-23T12:30:00,-14.928,145.34504,0.482,0.82,3.85,3.053,24.65,122.3,-99.9,-99.9
3530,Cape Flattery,4895,1687489200,2023-06-23T13:00:00,-14.92802,145.34504,0.467,0.79,3.7,3.008,24.65,118.1,-99.9,-99.9
3531,Cape Flattery,4895,1687491000,2023-06-23T13:30:00,-14.92801,145.34504,0.447,0.73,3.57,2.985,24.7,120.9,-99.9,-99.9
3532,Cape Flattery,4895,1687492800,2023-06-23T14:00:00,-14.928,145.34504,0.443,0.74,3.57,2.941,24.7,120.9,-99.9,-99.9
3533,Cape Flattery,4895,1687494600,2023-06-23T14:30:00,-14.928,145.34502,0.436,0.73,3.45,2.963,24.7,120.9,-99.9,-99.9
3534,Cape Flattery,4895,1687496400,2023-06-23T15:00:00,-14.928,145.34504,0.419,0.78,3.57,2.941,24.7,126.6,-99.9,-99.9
3535,Cape Flattery,4895,1687498200,2023-06-23T15:30:00,-14.92801,145.34504,0.415,0.67,3.7,2.941,24.7,122.3,-99.9,-99.9
3536,Cape Flattery,4895,1687500000,2023-06-23T16:00:00,-14.928,145.34507,0.408,0.82,3.45,2.899,24.65,123.8,-99.9,-99.9
3537,Cape Flattery,4895,1687501800,2023-06-23T16:30:00,-14.92801,145.34504,0.42,0.77,3.57,2.878,24.65,128,-99.9,-99.9
3538,Cape Flattery,4895,1687503600,2023-06-23T17:00:00,-14.92801,145.34502,0.402,0.82,3.57,2.817,24.6,125.2,-99.9,-99.9
3539,Cape Flattery,4895,1687505400,2023-06-23T17:30:00,-14.92801,145.345,0.38,0.72,3.7,2.817,24.6,126.6,-99.9,-99.9
3540,Cape Flattery,4895,1687507200,2023-06-23T18:00:00,-14.928,145.34502,0.354,0.59,3.57,2.899,24.6,125.2,-99.9,-99.9
3541,Cape Flattery,4895,1687509000,2023-06-23T18:30:00,-14.92802,145.34502,0.352,0.52,3.57,2.74,24.55,126.6,-99.9,-99.9
3542,Cape Flattery,4895,1687510800,2023-06-23T19:00:00,-14.928,145.34504,0.364,0.59,3.45,2.74,24.55,123.8,-99.9,-99.9
3543,Cape Flattery,4895,1687512600,2023-06-23T19:30:00,-14.92802,145.34502,0.388,0.61,3.33,2.759,24.55,126.6,-99.9,-99.9
3544,Cape Flattery,4895,1687514400,2023-06-23T20:00:00,-14.92803,145.34502,0.342,0.77,3.45,2.759,24.55,125.2,-99.9,-99.9
3545,Cape Flattery,4895,1687516200,2023-06-23T20:30:00,-14.92802,145.345,0.349,0.71,3.45,2.74,24.55,122.3,-99.9,-99.9
3546,Cape Flattery,4895,1687518000,2023-06-23T21:00:00,-14.92801,145.345,0.332,0.57,3.45,2.721,24.55,123.8,-99.9,-99.9
3547,Cape Flattery,4895,1687519800,2023-06-23T21:30:00,-14.92801,145.34502,0.347,0.54,3.33,2.721,24.55,126.6,-99.9,-99.9
3548,Cape Flattery,4895,1687521600,2023-06-23T22:00:00,-14.92802,145.34504,0.368,0.66,3.23,2.721,24.55,122.3,-99.9,-99.9
3549,Cape Flattery,4895,1687523400,2023-06-23T22:30:00,-14.92801,145.34504,0.366,0.72,3.23,2.74,24.55,122.3,-99.9,-99.9
3550,Cape Flattery,4895,1687525200,2023-06-23T23:00:00,-14.92797,145.34504,0.381,0.85,3.33,2.703,24.55,126.6,-99.9,-99.9
3551,Cape Flattery,4895,1687527000,2023-06-23T23:30:00,-14.92798,145.34504,0.409,0.73,3.33,2.759,24.55,126.6,-99.9,-99.9
3552,Cape Flattery,4895,1687528800,2023-06-24T00:00:00,-14.928,145.34502,0.405,0.7,3.33,2.878,24.55,123.8,-99.9,-99.9
3553,Cape Flattery,4895,1687530600,2023-06-24T00:30:00,-14.92798,145.34504,0.42,0.82,3.45,2.899,24.5,123.8,-99.9,-99.9
3554,Cape Flattery,4895,1687532400,2023-06-24T01:00:00,-14.928,145.34504,0.45,0.77,3.57,2.857,24.55,130.8,-99.9,-99.9
3555,Cape Flattery,4895,1687534200,2023-06-24T01:30:00,-14.92797,145.34507,0.421,0.78,3.45,2.92,24.5,125.2,-99.9,-99.9
3556,Cape Flattery,4895,1687536000,2023-06-24T02:00:00,-14.92794,145.34509,0.481,0.95,3.57,2.985,24.5,126.6,-99.9,-99.9
3557,Cape Flattery,4895,1687537800,2023-06-24T02:30:00,-14.92794,145.34509,0.423,0.74,3.7,3.03,24.5,129.4,-99.9,-99.9
3558,Cape Flattery,4895,1687539600,2023-06-24T03:00:00,-14.92793,145.34511,0.373,0.73,4,2.92,24.5,119.5,-99.9,-99.9
3559,Cape Flattery,4895,1687541400,2023-06-24T03:30:00,-14.92793,145.34511,0.425,0.72,3.7,2.878,24.5,115.3,-99.9,-99.9
3560,Cape Flattery,4895,1687543200,2023-06-24T04:00:00,-14.92792,145.34513,0.443,0.96,3.45,2.92,24.55,118.1,-99.9,-99.9
3561,Cape Flattery,4895,1687545000,2023-06-24T04:30:00,-14.92793,145.34511,0.431,0.74,3.57,2.899,24.55,120.9,-99.9,-99.9
3562,Cape Flattery,4895,1687546800,2023-06-24T05:00:00,-14.92792,145.34513,0.44,0.67,3.57,2.899,24.55,120.9,-99.9,-99.9
3563,Cape Flattery,4895,1687548600,2023-06-24T05:30:00,-14.92792,145.34513,0.473,1.05,3.57,2.985,24.55,119.5,-99.9,-99.9
3564,Cape Flattery,4895,1687550400,2023-06-24T06:00:00,-14.9279,145.34515,0.476,0.72,3.33,2.941,24.5,126.6,-99.9,-99.9
3565,Cape Flattery,4895,1687552200,2023-06-24T06:30:00,-14.92793,145.34513,0.481,0.87,3.7,2.941,24.55,119.5,-99.9,-99.9
3566,Cape Flattery,4895,1687554000,2023-06-24T07:00:00,-14.92793,145.34511,0.524,0.99,3.7,2.941,24.5,120.9,-99.9,-99.9
3567,Cape Flattery,4895,1687555800,2023-06-24T07:30:00,-14.92797,145.34507,0.488,0.8,3.85,3.03,24.55,123.8,-99.9,-99.9
3568,Cape Flattery,4895,1687557600,2023-06-24T08:00:00,-14.92797,145.34507,0.48,0.78,3.57,2.963,24.55,120.9,-99.9,-99.9
3569,Cape Flattery,4895,1687559400,2023-06-24T08:30:00,-14.928,145.34504,0.513,1.03,3.45,2.941,24.5,116.7,-99.9,-99.9
3570,Cape Flattery,4895,1687561200,2023-06-24T09:00:00,-14.92798,145.34504,0.491,0.85,3.7,3.03,24.55,123.8,-99.9,-99.9
3571,Cape Flattery,4895,1687563000,2023-06-24T09:30:00,-14.92798,145.34504,0.513,1.01,3.7,2.963,24.55,122.3,-99.9,-99.9
3572,Cape Flattery,4895,1687564800,2023-06-24T10:00:00,-14.92798,145.34504,0.515,0.84,3.57,3.053,24.55,120.9,-99.9,-99.9
3573,Cape Flattery,4895,1687566600,2023-06-24T10:30:00,-14.92798,145.34507,0.5,0.81,3.7,3.008,24.6,119.5,-99.9,-99.9
3574,Cape Flattery,4895,1687568400,2023-06-24T11:00:00,-14.928,145.34507,0.453,0.89,3.7,3.008,24.65,120.9,-99.9,-99.9
3575,Cape Flattery,4895,1687572000,2023-06-24T12:00:00,-14.92798,145.34507,0.43,0.77,3.57,2.963,24.65,118.1,-99.9,-99.9
3576,Cape Flattery,4895,1687573800,2023-06-24T12:30:00,-14.928,145.34507,0.441,0.82,3.7,2.899,24.7,120.9,-99.9,-99.9
3577,Cape Flattery,4895,1687575600,2023-06-24T13:00:00,-14.92802,145.34504,0.432,0.76,3.57,2.941,24.7,116.7,-99.9,-99.9
3578,Cape Flattery,4895,1687577400,2023-06-24T13:30:00,-14.92803,145.34504,0.417,0.66,3.7,2.878,24.75,119.5,-99.9,-99.9
3579,Cape Flattery,4895,1687579200,2023-06-24T14:00:00,-14.92801,145.34504,0.422,0.91,3.57,2.899,24.75,122.3,-99.9,-99.9
3580,Cape Flattery,4895,1687581000,2023-06-24T14:30:00,-14.928,145.34504,0.429,0.75,3.45,2.899,24.75,125.2,-99.9,-99.9
3581,Cape Flattery,4895,1687582800,2023-06-24T15:00:00,-14.92801,145.34504,0.414,0.82,3.45,2.899,24.75,123.8,-99.9,-99.9
3582,Cape Flattery,4895,1687584600,2023-06-24T15:30:00,-14.92804,145.34507,0.394,0.66,3.7,2.899,24.75,129.4,-99.9,-99.9
3583,Cape Flattery,4895,1687586400,2023-06-24T16:00:00,-14.92802,145.34504,0.403,0.8,3.23,2.817,24.75,125.2,-99.9,-99.9
3584,Cape Flattery,4895,1687588200,2023-06-24T16:30:00,-14.92803,145.34502,0.411,0.76,3.57,2.837,24.7,129.4,-99.9,-99.9
3585,Cape Flattery,4895,1687590000,2023-06-24T17:00:00,-14.928,145.34504,0.409,0.73,3.45,2.759,24.7,125.2,-99.9,-99.9
3586,Cape Flattery,4895,1687591800,2023-06-24T17:30:00,-14.92798,145.34504,0.38,0.67,3.7,2.857,24.65,132.2,-99.9,-99.9
3587,Cape Flattery,4895,1687593600,2023-06-24T18:00:00,-14.92797,145.34507,0.391,0.7,3.45,2.837,24.65,123.8,-99.9,-99.9
3588,Cape Flattery,4895,1687595400,2023-06-24T18:30:00,-14.928,145.34504,0.411,0.69,3.7,2.837,24.6,119.5,-99.9,-99.9
3589,Cape Flattery,4895,1687597200,2023-06-24T19:00:00,-14.92801,145.34504,0.435,0.77,3.45,2.857,24.6,129.4,-99.9,-99.9
3590,Cape Flattery,4895,1687599000,2023-06-24T19:30:00,-14.92801,145.34504,0.48,0.84,3.7,2.899,24.6,122.3,-99.9,-99.9
3591,Cape Flattery,4895,1687600800,2023-06-24T20:00:00,-14.92801,145.34502,0.435,0.86,3.45,2.899,24.6,123.8,-99.9,-99.9
3592,Cape Flattery,4895,1687602600,2023-06-24T20:30:00,-14.92798,145.34504,0.421,0.72,3.45,2.899,24.6,122.3,-99.9,-99.9
3593,Cape Flattery,4895,1687604400,2023-06-24T21:00:00,-14.928,145.34502,0.449,0.7,3.45,2.797,24.6,128,-99.9,-99.9
3594,Cape Flattery,4895,1687606200,2023-06-24T21:30:00,-14.92801,145.34502,0.449,0.78,3.7,2.857,24.6,123.8,-99.9,-99.9
3595,Cape Flattery,4895,1687608000,2023-06-24T22:00:00,-14.928,145.34504,0.477,0.87,3.7,2.878,24.6,126.6,-99.9,-99.9
3596,Cape Flattery,4895,1687609800,2023-06-24T22:30:00,-14.92798,145.34504,0.522,1.04,3.85,2.985,24.6,126.6,-99.9,-99.9
3597,Cape Flattery,4895,1687611600,2023-06-24T23:00:00,-14.92798,145.34504,0.521,0.82,3.85,2.985,24.6,125.2,-99.9,-99.9
3598,Cape Flattery,4895,1687613400,2023-06-24T23:30:00,-14.92798,145.34507,0.539,1.08,3.85,3.008,24.65,126.6,-99.9,-99.9
3599,Cape Flattery,4895,1687615200,2023-06-25T00:00:00,-14.92797,145.34504,0.547,1.03,3.85,3.077,24.65,123.8,-99.9,-99.9
3600,Cape Flattery,4895,1687617000,2023-06-25T00:30:00,-14.92797,145.34504,0.576,1.08,3.85,3.125,24.65,122.3,-99.9,-99.9
3601,Cape Flattery,4895,1687618800,2023-06-25T01:00:00,-14.92801,145.34502,0.587,1.07,4,3.125,24.6,123.8,-99.9,-99.9
3602,Cape Flattery,4895,1687620600,2023-06-25T01:30:00,-14.92797,145.34504,0.538,0.84,3.85,3.175,24.6,118.1,-99.9,-99.9
3603,Cape Flattery,4895,1687622400,2023-06-25T02:00:00,-14.92797,145.34507,0.547,0.93,3.85,3.101,24.55,116.7,-99.9,-99.9
3604,Cape Flattery,4895,1687624200,2023-06-25T02:30:00,-14.92795,145.34509,0.522,0.92,3.85,3.101,24.55,119.5,-99.9,-99.9
3605,Cape Flattery,4895,1687626000,2023-06-25T03:00:00,-14.92795,145.34509,0.518,0.9,3.7,3.101,24.55,109.7,-99.9,-99.9
3606,Cape Flattery,4895,1687627800,2023-06-25T03:30:00,-14.92796,145.34507,0.563,0.95,3.85,3.077,24.55,122.3,-99.9,-99.9
3607,Cape Flattery,4895,1687629600,2023-06-25T04:00:00,-14.92794,145.34511,0.577,1.03,4,3.15,24.55,126.6,-99.9,-99.9
3608,Cape Flattery,4895,1687631400,2023-06-25T04:30:00,-14.92793,145.34513,0.604,0.91,4,3.15,24.5,120.9,-99.9,-99.9
