_id,Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
1,Caloundra,54,1687442400,2023-06-23T00:00:00,-26.84714,153.15469,0.47,0.87,7.69,5.479,20.45,106.9,-99.9,-99.9
2,Caloundra,54,1687444200,2023-06-23T00:30:00,-26.84713,153.15471,0.47,0.76,9.09,5.128,20.45,111.1,-99.9,-99.9
3,Caloundra,54,1687446000,2023-06-23T01:00:00,-26.84711,153.15469,0.458,0.93,10.53,5.063,20.4,99.8,-99.9,-99.9
4,Caloundra,54,1687447800,2023-06-23T01:30:00,-26.84712,153.15476,0.49,1.01,10,5,20.4,99.8,-99.9,-99.9
5,Caloundra,54,1687449600,2023-06-23T02:00:00,-26.84702,153.15482,0.48,0.95,7.69,4.878,20.35,106.9,-99.9,-99.9
6,Caloundra,54,1687451400,2023-06-23T02:30:00,-26.8468,153.15489,0.499,0.87,6.25,4.545,20.4,94.2,-99.9,-99.9
7,Caloundra,54,1687453200,2023-06-23T03:00:00,-26.84667,153.15491,0.515,0.95,10.53,4.396,20.35,98.4,-99.9,-99.9
8,Caloundra,54,1687455000,2023-06-23T03:30:00,-26.84638,153.15497,0.522,0.82,9.09,4.545,20.4,97,-99.9,-99.9
9,Caloundra,54,1687456800,2023-06-23T04:00:00,-26.84631,153.15501,0.552,0.91,6.67,4.651,20.35,99.8,-99.9,-99.9
10,Caloundra,54,1687458600,2023-06-23T04:30:00,-26.84629,153.15501,0.553,1.07,10,4.598,20.35,97,-99.9,-99.9
11,Caloundra,54,1687460400,2023-06-23T05:00:00,-26.84628,153.15504,0.564,0.87,9.09,4.598,20.4,105.5,-99.9,-99.9
12,Caloundra,54,1687462200,2023-06-23T05:30:00,-26.84629,153.15508,0.575,1.05,3.57,4.301,20.4,25.3,-99.9,-99.9
13,Caloundra,54,1687464000,2023-06-23T06:00:00,-26.84628,153.15506,0.546,1.01,10,4.167,20.35,83,-99.9,-99.9
14,Caloundra,54,1687465800,2023-06-23T06:30:00,-26.84629,153.15504,0.574,1.02,7.69,4.167,20.35,104.1,-99.9,-99.9
15,Caloundra,54,1687467600,2023-06-23T07:00:00,-26.84631,153.15501,0.579,0.94,8.33,4.255,20.3,102.7,-99.9,-99.9
16,Caloundra,54,1687469400,2023-06-23T07:30:00,-26.84632,153.15499,0.563,0.9,4,4.301,20.3,30.9,-99.9,-99.9
17,Caloundra,54,1687471200,2023-06-23T08:00:00,-26.84632,153.15495,0.543,0.91,10,4.301,20.3,104.1,-99.9,-99.9
18,Caloundra,54,1687473000,2023-06-23T08:30:00,-26.84636,153.15489,0.544,0.88,10.53,4,20.3,98.4,-99.9,-99.9
19,Caloundra,54,1687474800,2023-06-23T09:00:00,-26.84644,153.15482,0.537,1.03,10,4.167,20.25,95.6,-99.9,-99.9
20,Caloundra,54,1687476600,2023-06-23T09:30:00,-26.84666,153.15478,0.554,0.93,16.67,4.124,20.3,97,-99.9,-99.9
21,Caloundra,54,1687478400,2023-06-23T10:00:00,-26.84691,153.15471,0.563,1.19,10.53,3.883,20.3,105.5,-99.9,-99.9
22,Caloundra,54,1687480200,2023-06-23T10:30:00,-26.84713,153.15476,0.542,0.99,10,4,20.3,106.9,-99.9,-99.9
23,Caloundra,54,1687482000,2023-06-23T11:00:00,-26.84714,153.15476,0.549,0.94,10,3.738,20.35,105.5,-99.9,-99.9
24,Caloundra,54,1687483800,2023-06-23T11:30:00,-26.84715,153.15478,0.541,0.91,16.67,4,20.4,97,-99.9,-99.9
25,Caloundra,54,1687485600,2023-06-23T12:00:00,-26.84715,153.1548,0.514,0.82,15.38,4.211,20.4,109.7,-99.9,-99.9
26,Caloundra,54,1687487400,2023-06-23T12:30:00,-26.84715,153.15482,0.518,0.91,16.67,4.167,20.4,102.7,-99.9,-99.9
27,Caloundra,54,1687489200,2023-06-23T13:00:00,-26.84715,153.15484,0.513,0.81,9.09,4.211,20.45,106.9,-99.9,-99.9
28,Caloundra,54,1687491000,2023-06-23T13:30:00,-26.84712,153.15486,0.53,0.93,9.09,4.301,20.5,111.1,-99.9,-99.9
29,Caloundra,54,1687492800,2023-06-23T14:00:00,-26.84696,153.15486,0.52,0.83,9.09,4.819,20.55,101.3,-99.9,-99.9
30,Caloundra,54,1687494600,2023-06-23T14:30:00,-26.84679,153.15482,0.503,0.82,10,4.878,20.55,98.4,-99.9,-99.9
31,Caloundra,54,1687496400,2023-06-23T15:00:00,-26.84667,153.15484,0.561,0.96,10,4.706,20.6,91.4,-99.9,-99.9
32,Caloundra,54,1687498200,2023-06-23T15:30:00,-26.8465,153.15491,0.529,0.82,16.67,4.819,20.6,90,-99.9,-99.9
33,Caloundra,54,1687500000,2023-06-23T16:00:00,-26.84633,153.15491,0.569,0.87,15.38,4.598,20.6,99.8,-99.9,-99.9
34,Caloundra,54,1687501800,2023-06-23T16:30:00,-26.84632,153.15495,0.595,1.05,4.55,4.651,20.6,25.3,-99.9,-99.9
35,Caloundra,54,1687503600,2023-06-23T17:00:00,-26.84629,153.15497,0.605,0.95,8.33,4.651,20.6,99.8,-99.9,-99.9
36,Caloundra,54,1687505400,2023-06-23T17:30:00,-26.84629,153.15497,0.612,1.06,4.35,4.762,20.5,25.3,-99.9,-99.9
37,Caloundra,54,1687507200,2023-06-23T18:00:00,-26.84629,153.15493,0.59,0.87,15.38,4.706,20.45,106.9,-99.9,-99.9
38,Caloundra,54,1687509000,2023-06-23T18:30:00,-26.84629,153.15493,0.612,1.07,10,4.651,20.4,91.4,-99.9,-99.9
39,Caloundra,54,1687510800,2023-06-23T19:00:00,-26.84631,153.15493,0.575,0.84,9.09,4.494,20.4,99.8,-99.9,-99.9
40,Caloundra,54,1687512600,2023-06-23T19:30:00,-26.84634,153.15486,0.589,1.29,9.09,4.651,20.35,99.8,-99.9,-99.9
41,Caloundra,54,1687514400,2023-06-23T20:00:00,-26.84639,153.1548,0.645,1.09,15.38,4.651,20.3,98.4,-99.9,-99.9
42,Caloundra,54,1687516200,2023-06-23T20:30:00,-26.84649,153.15471,0.694,1.05,5,4.598,20.3,36.6,-99.9,-99.9
43,Caloundra,54,1687518000,2023-06-23T21:00:00,-26.84666,153.15465,0.69,1.18,5,4.651,20.2,39.4,-99.9,-99.9
44,Caloundra,54,1687519800,2023-06-23T21:30:00,-26.84697,153.15456,0.659,1.02,5,4.651,20.25,38,-99.9,-99.9
45,Caloundra,54,1687521600,2023-06-23T22:00:00,-26.84706,153.15461,0.629,1,4.55,4.706,20.3,32.3,-99.9,-99.9
46,Caloundra,54,1687523400,2023-06-23T22:30:00,-26.84709,153.15463,0.673,1.15,5,4.878,20.25,28.1,-99.9,-99.9
47,Caloundra,54,1687525200,2023-06-23T23:00:00,-26.84714,153.15476,0.619,1.23,10,4.762,20.1,99.8,-99.9,-99.9
48,Caloundra,54,1687527000,2023-06-23T23:30:00,-26.84715,153.15476,0.622,1.05,5,5,20.15,28.1,-99.9,-99.9
49,Caloundra,54,1687528800,2023-06-24T00:00:00,-26.84714,153.15476,0.599,1.1,10.53,5.063,20.2,104.1,-99.9,-99.9
50,Caloundra,54,1687530600,2023-06-24T00:30:00,-26.84714,153.15476,0.597,0.93,11.11,5.195,20.2,105.5,-99.9,-99.9
51,Caloundra,54,1687532400,2023-06-24T01:00:00,-26.84713,153.15476,0.621,1.03,10,5.333,20.25,95.6,-99.9,-99.9
52,Caloundra,54,1687534200,2023-06-24T01:30:00,-26.84711,153.15476,0.584,1.06,10,5.714,20.25,95.6,-99.9,-99.9
53,Caloundra,54,1687536000,2023-06-24T02:00:00,-26.84698,153.1548,0.625,0.96,11.76,5.479,20.25,95.6,-99.9,-99.9
54,Caloundra,54,1687537800,2023-06-24T02:30:00,-26.84679,153.15486,0.573,0.9,10.53,5.882,20.25,101.3,-99.9,-99.9
55,Caloundra,54,1687539600,2023-06-24T03:00:00,-26.84659,153.15495,0.58,0.96,10.53,5.797,20.2,99.8,-99.9,-99.9
56,Caloundra,54,1687541400,2023-06-24T03:30:00,-26.84637,153.15504,0.541,0.85,10.53,6.061,20.25,97,-99.9,-99.9
57,Caloundra,54,1687543200,2023-06-24T04:00:00,-26.84629,153.15508,0.557,0.91,10.53,5.797,20.25,94.2,-99.9,-99.9
58,Caloundra,54,1687545000,2023-06-24T04:30:00,-26.84628,153.15508,0.579,0.96,11.11,5.714,20.25,85.8,-99.9,-99.9
59,Caloundra,54,1687546800,2023-06-24T05:00:00,-26.84628,153.15506,0.596,0.95,11.11,5.634,20.15,88.6,-99.9,-99.9
60,Caloundra,54,1687548600,2023-06-24T05:30:00,-26.84628,153.1551,0.553,0.97,10.53,6.154,20.15,88.6,-99.9,-99.9
61,Caloundra,54,1687550400,2023-06-24T06:00:00,-26.84627,153.15506,0.591,0.98,10.53,6.154,20.1,91.4,-99.9,-99.9
62,Caloundra,54,1687552200,2023-06-24T06:30:00,-26.84628,153.15504,0.586,1.01,10.53,6.25,20.05,84.4,-99.9,-99.9
63,Caloundra,54,1687554000,2023-06-24T07:00:00,-26.84631,153.15504,0.543,0.9,14.29,6.154,19.95,84.4,-99.9,-99.9
64,Caloundra,54,1687555800,2023-06-24T07:30:00,-26.84631,153.15504,0.526,1.19,10.53,6.25,19.95,88.6,-99.9,-99.9
65,Caloundra,54,1687557600,2023-06-24T08:00:00,-26.84631,153.15508,0.488,0.82,12.5,6.25,19.9,84.4,-99.9,-99.9
66,Caloundra,54,1687559400,2023-06-24T08:30:00,-26.84633,153.1551,0.496,0.92,12.5,6.154,19.8,88.6,-99.9,-99.9
67,Caloundra,54,1687561200,2023-06-24T09:00:00,-26.84632,153.15508,0.467,0.74,12.5,6.667,19.95,84.4,-99.9,-99.9
68,Caloundra,54,1687563000,2023-06-24T09:30:00,-26.84634,153.15504,0.5,0.83,13.33,6.897,19.95,90,-99.9,-99.9
69,Caloundra,54,1687564800,2023-06-24T10:00:00,-26.84637,153.15504,0.457,0.76,11.76,6.154,20,92.8,-99.9,-99.9
70,Caloundra,54,1687566600,2023-06-24T10:30:00,-26.84648,153.15501,0.434,0.73,12.5,6.452,20,99.8,-99.9,-99.9
71,Caloundra,54,1687568400,2023-06-24T11:00:00,-26.84663,153.15499,0.428,0.88,10,6.557,20,101.3,-99.9,-99.9
72,Caloundra,54,1687570200,2023-06-24T11:30:00,-26.84671,153.15493,0.429,0.79,10,6.452,20.05,97,-99.9,-99.9
73,Caloundra,54,1687572000,2023-06-24T12:00:00,-26.84677,153.15489,0.432,0.66,10,6.897,20.1,104.1,-99.9,-99.9
74,Caloundra,54,1687573800,2023-06-24T12:30:00,-26.8468,153.15489,0.429,0.73,10.53,6.78,20.2,95.6,-99.9,-99.9
75,Caloundra,54,1687575600,2023-06-24T13:00:00,-26.84679,153.15484,0.418,0.66,12.5,6.78,20.25,91.4,-99.9,-99.9
76,Caloundra,54,1687577400,2023-06-24T13:30:00,-26.84681,153.15484,0.401,0.68,10,6.78,20.2,105.5,-99.9,-99.9
77,Caloundra,54,1687579200,2023-06-24T14:00:00,-26.8468,153.15482,0.406,0.68,14.29,6.667,20.2,104.1,-99.9,-99.9
78,Caloundra,54,1687581000,2023-06-24T14:30:00,-26.8468,153.1548,0.401,0.7,10,5.634,20.15,108.3,-99.9,-99.9
79,Caloundra,54,1687582800,2023-06-24T15:00:00,-26.84677,153.15478,0.422,0.87,11.76,4.938,20.1,90,-99.9,-99.9
80,Caloundra,54,1687584600,2023-06-24T15:30:00,-26.84671,153.15482,0.452,0.72,12.5,4.819,20.1,91.4,-99.9,-99.9
81,Caloundra,54,1687586400,2023-06-24T16:00:00,-26.84659,153.15489,0.473,0.87,13.33,4.762,20.1,102.7,-99.9,-99.9
82,Caloundra,54,1687588200,2023-06-24T16:30:00,-26.84646,153.15493,0.453,0.78,15.38,4.819,20.1,95.6,-99.9,-99.9
83,Caloundra,54,1687590000,2023-06-24T17:00:00,-26.84635,153.15497,0.435,0.73,12.5,4.494,20.05,98.4,-99.9,-99.9
84,Caloundra,54,1687591800,2023-06-24T17:30:00,-26.84634,153.15499,0.513,0.86,13.33,4.651,20.05,95.6,-99.9,-99.9
85,Caloundra,54,1687593600,2023-06-24T18:00:00,-26.84633,153.15497,0.478,0.88,12.5,4.938,20.1,99.8,-99.9,-99.9
86,Caloundra,54,1687595400,2023-06-24T18:30:00,-26.84633,153.15495,0.475,0.83,11.11,4.651,20.1,101.3,-99.9,-99.9
87,Caloundra,54,1687597200,2023-06-24T19:00:00,-26.84633,153.15495,0.443,0.77,13.33,4.651,20.05,97,-99.9,-99.9
88,Caloundra,54,1687599000,2023-06-24T19:30:00,-26.84634,153.15493,0.439,0.88,12.5,4.762,20.05,90,-99.9,-99.9
89,Caloundra,54,1687600800,2023-06-24T20:00:00,-26.84636,153.15491,0.437,0.79,13.33,4.878,20.05,97,-99.9,-99.9
90,Caloundra,54,1687602600,2023-06-24T20:30:00,-26.84639,153.15486,0.455,0.79,14.29,4.938,20,90,-99.9,-99.9
91,Caloundra,54,1687604400,2023-06-24T21:00:00,-26.84649,153.15482,0.443,0.74,13.33,5,20,95.6,-99.9,-99.9
92,Caloundra,54,1687606200,2023-06-24T21:30:00,-26.84661,153.1548,0.446,0.75,12.5,4.938,20,92.8,-99.9,-99.9
93,Caloundra,54,1687608000,2023-06-24T22:00:00,-26.84675,153.15474,0.417,0.73,11.76,5.195,20,99.8,-99.9,-99.9
94,Caloundra,54,1687609800,2023-06-24T22:30:00,-26.84686,153.15471,0.406,0.67,12.5,5.195,20,91.4,-99.9,-99.9
95,Caloundra,54,1687611600,2023-06-24T23:00:00,-26.84699,153.15465,0.428,0.71,12.5,5.714,20.05,101.3,-99.9,-99.9
96,Caloundra,54,1687613400,2023-06-24T23:30:00,-26.84705,153.15463,0.398,0.66,11.76,5.97,20.25,90,-99.9,-99.9
97,Caloundra,54,1687615200,2023-06-25T00:00:00,-26.84708,153.15469,0.428,0.71,14.29,6.452,19.95,98.4,-99.9,-99.9
98,Caloundra,54,1687617000,2023-06-25T00:30:00,-26.84712,153.15476,0.415,0.65,13.33,5.263,20,108.3,-99.9,-99.9
99,Caloundra,54,1687618800,2023-06-25T01:00:00,-26.84711,153.15474,0.426,0.68,13.33,5.97,20,101.3,-99.9,-99.9
100,Caloundra,54,1687620600,2023-06-25T01:30:00,-26.8471,153.15474,0.405,0.69,11.76,6.452,20,97,-99.9,-99.9
101,Caloundra,54,1687622400,2023-06-25T02:00:00,-26.84709,153.15476,0.425,0.77,11.76,5.797,20,97,-99.9,-99.9
102,Caloundra,54,1687624200,2023-06-25T02:30:00,-26.84706,153.15478,0.436,0.87,12.5,6.154,20,90,-99.9,-99.9
103,Caloundra,54,1687626000,2023-06-25T03:00:00,-26.84698,153.15482,0.442,0.69,11.76,6.25,20,97,-99.9,-99.9
104,Caloundra,54,1687627800,2023-06-25T03:30:00,-26.84682,153.15484,0.465,0.77,11.76,6.25,20,90,-99.9,-99.9
105,Caloundra,54,1687629600,2023-06-25T04:00:00,-26.84669,153.15489,0.417,0.78,12.5,5.714,20,90,-99.9,-99.9
106,Caloundra,54,1687631400,2023-06-25T04:30:00,-26.84659,153.15493,0.422,0.96,12.5,5.479,20,90,-99.9,-99.9
107,Caloundra,54,1687633200,2023-06-25T05:00:00,-26.84644,153.15495,0.461,0.89,11.76,5.714,20.05,85.8,-99.9,-99.9
108,Caloundra,54,1687635000,2023-06-25T05:30:00,-26.84628,153.15499,0.479,0.71,12.5,5.634,20.25,83,-99.9,-99.9
109,Caloundra,54,1687636800,2023-06-25T06:00:00,-26.84628,153.15506,0.472,0.74,13.33,5.634,20.15,84.4,-99.9,-99.9
110,Caloundra,54,1687638600,2023-06-25T06:30:00,-26.84628,153.15504,0.469,1.02,11.76,4.938,20.2,85.8,-99.9,-99.9
111,Caloundra,54,1687640400,2023-06-25T07:00:00,-26.84628,153.15504,0.499,0.93,12.5,4.598,20.35,88.6,-99.9,-99.9
112,Caloundra,54,1687642200,2023-06-25T07:30:00,-26.84628,153.15501,0.483,0.73,13.33,4.878,20.4,85.8,-99.9,-99.9
113,Caloundra,54,1687644000,2023-06-25T08:00:00,-26.84628,153.15499,0.505,1,13.33,4.819,20.35,80.2,-99.9,-99.9
114,Caloundra,54,1687645800,2023-06-25T08:30:00,-26.84628,153.15499,0.507,0.89,12.5,5,20.35,80.2,-99.9,-99.9
115,Caloundra,54,1687647600,2023-06-25T09:00:00,-26.84628,153.15497,0.459,0.75,12.5,4.938,20.35,87.2,-99.9,-99.9
116,Caloundra,54,1687649400,2023-06-25T09:30:00,-26.84632,153.15495,0.486,0.81,12.5,5,20.4,84.4,-99.9,-99.9
117,Caloundra,54,1687651200,2023-06-25T10:00:00,-26.84634,153.15491,0.461,0.85,12.5,4.651,20.55,97,-99.9,-99.9
118,Caloundra,54,1687653000,2023-06-25T10:30:00,-26.84637,153.15486,0.449,0.85,11.11,4.545,20.45,87.2,-99.9,-99.9
119,Caloundra,54,1687654800,2023-06-25T11:00:00,-26.8465,153.1548,0.425,0.71,12.5,4.762,20.45,92.8,-99.9,-99.9
120,Caloundra,54,1687656600,2023-06-25T11:30:00,-26.84664,153.15476,0.448,0.79,11.76,4.938,20.8,95.6,-99.9,-99.9
121,Caloundra,54,1687658400,2023-06-25T12:00:00,-26.84683,153.15469,0.456,0.76,11.11,5.128,20.6,99.8,-99.9,-99.9
122,Caloundra,54,1687660200,2023-06-25T12:30:00,-26.84702,153.15465,0.481,0.93,12.5,5.195,20.5,102.7,-99.9,-99.9
123,Caloundra,54,1687662000,2023-06-25T13:00:00,-26.8471,153.15465,0.45,0.87,11.76,4.762,20.45,112.5,-99.9,-99.9
124,Caloundra,54,1687663800,2023-06-25T13:30:00,-26.84711,153.15467,0.437,0.82,11.76,4.255,20.3,111.1,-99.9,-99.9
125,Caloundra,54,1687665600,2023-06-25T14:00:00,-26.84712,153.15469,0.432,0.88,11.11,4.444,20.3,104.1,-99.9,-99.9
126,Caloundra,54,1687667400,2023-06-25T14:30:00,-26.84712,153.15469,0.438,0.83,18.18,3.883,20.25,113.9,-99.9,-99.9
127,Caloundra,54,1687669200,2023-06-25T15:00:00,-26.84712,153.15469,0.468,1.02,18.18,4,20.2,102.7,-99.9,-99.9
128,Caloundra,54,1687671000,2023-06-25T15:30:00,-26.84712,153.15471,0.508,0.92,12.5,4,20.2,98.4,-99.9,-99.9
129,Caloundra,54,1687672800,2023-06-25T16:00:00,-26.84709,153.15467,0.501,0.93,11.76,3.774,20.15,98.4,-99.9,-99.9
130,Caloundra,54,1687674600,2023-06-25T16:30:00,-26.84699,153.15469,0.507,1.09,18.18,3.738,20.1,97,-99.9,-99.9
131,Caloundra,54,1687676400,2023-06-25T17:00:00,-26.84688,153.15474,0.501,0.91,18.18,3.846,20.1,101.3,-99.9,-99.9
132,Caloundra,54,1687678200,2023-06-25T17:30:00,-26.84671,153.1548,0.523,0.91,11.76,3.846,20.1,108.3,-99.9,-99.9
133,Caloundra,54,1687680000,2023-06-25T18:00:00,-26.84654,153.15484,0.519,1.07,18.18,4.04,20.1,105.5,-99.9,-99.9
134,Caloundra,54,1687681800,2023-06-25T18:30:00,-26.84647,153.15484,0.518,0.86,11.76,4.211,20.1,108.3,-99.9,-99.9
135,Caloundra,54,1687683600,2023-06-25T19:00:00,-26.8464,153.15482,0.542,1.08,12.5,4.082,20.05,94.2,-99.9,-99.9
136,Caloundra,54,1687685400,2023-06-25T19:30:00,-26.84639,153.1548,0.506,0.87,11.76,4.167,20.05,102.7,-99.9,-99.9
137,Caloundra,54,1687687200,2023-06-25T20:00:00,-26.84639,153.1548,0.503,0.9,13.33,4.255,20.05,91.4,-99.9,-99.9
138,Caloundra,54,1687689000,2023-06-25T20:30:00,-26.84639,153.15478,0.507,1.16,16.67,4.124,20.1,95.6,-99.9,-99.9
139,Caloundra,54,1687690800,2023-06-25T21:00:00,-26.8464,153.15476,0.502,0.85,13.33,4.348,20.1,84.4,-99.9,-99.9
140,Caloundra,54,1687692600,2023-06-25T21:30:00,-26.84641,153.15474,0.499,0.94,12.5,4.348,20.15,98.4,-99.9,-99.9
141,Caloundra,54,1687694400,2023-06-25T22:00:00,-26.8465,153.15471,0.521,0.83,12.5,4.301,20.15,99.8,-99.9,-99.9
142,Caloundra,54,1687696200,2023-06-25T22:30:00,-26.84669,153.15471,0.511,0.84,16.67,4.301,20.15,88.6,-99.9,-99.9
143,Caloundra,54,1687698000,2023-06-25T23:00:00,-26.84682,153.15471,0.509,1.01,12.5,4.494,20.1,101.3,-99.9,-99.9
144,Caloundra,54,1687699800,2023-06-25T23:30:00,-26.84698,153.15465,0.496,0.82,11.76,4.494,20.05,97,-99.9,-99.9
145,Caloundra,54,1687701600,2023-06-26T00:00:00,-26.84705,153.15465,0.512,0.88,11.76,4.598,20,99.8,-99.9,-99.9
146,Caloundra,54,1687703400,2023-06-26T00:30:00,-26.84711,153.15467,0.476,0.88,16.67,4.706,20.15,108.3,-99.9,-99.9
147,Caloundra,54,1687705200,2023-06-26T01:00:00,-26.84715,153.15474,0.507,0.88,16.67,4.651,20.2,105.5,-99.9,-99.9
148,Caloundra,54,1687707000,2023-06-26T01:30:00,-26.84715,153.15476,0.496,0.9,16.67,4.878,20.05,109.7,-99.9,-99.9
149,Caloundra,54,1687708800,2023-06-26T02:00:00,-26.84714,153.15478,0.472,0.88,12.5,5,20.1,95.6,-99.9,-99.9
150,Caloundra,54,1687710600,2023-06-26T02:30:00,-26.84713,153.15478,0.52,0.88,16.67,4.878,20.05,90,-99.9,-99.9
151,Caloundra,54,1687712400,2023-06-26T03:00:00,-26.84713,153.15478,0.548,0.98,16.67,5.128,20.05,99.8,-99.9,-99.9
152,Caloundra,54,1687714200,2023-06-26T03:30:00,-26.8471,153.15484,0.517,1,16.67,5.195,20.05,97,-99.9,-99.9
153,Caloundra,54,1687716000,2023-06-26T04:00:00,-26.84687,153.15497,0.551,0.83,16.67,5.063,20.05,94.2,-99.9,-99.9
154,Caloundra,54,1687717800,2023-06-26T04:30:00,-26.8467,153.15506,0.55,0.83,16.67,4.651,20,88.6,-99.9,-99.9
155,Caloundra,54,1687719600,2023-06-26T05:00:00,-26.84653,153.15514,0.537,0.89,15.38,4.598,20.05,87.2,-99.9,-99.9
156,Caloundra,54,1687721400,2023-06-26T05:30:00,-26.84644,153.15516,0.542,0.9,16.67,4.651,20.05,91.4,-99.9,-99.9
157,Caloundra,54,1687723200,2023-06-26T06:00:00,-26.84637,153.15521,0.513,0.89,16.67,5.333,20.05,97,-99.9,-99.9
158,Caloundra,54,1687725000,2023-06-26T06:30:00,-26.84635,153.15519,0.507,0.74,15.38,5.405,20.05,95.6,-99.9,-99.9
159,Caloundra,54,1687726800,2023-06-26T07:00:00,-26.84634,153.15519,0.505,0.87,16.67,5.333,20.15,102.7,-99.9,-99.9
160,Caloundra,54,1687728600,2023-06-26T07:30:00,-26.84633,153.15516,0.486,0.86,15.38,5.479,20.15,90,-99.9,-99.9
161,Caloundra,54,1687730400,2023-06-26T08:00:00,-26.84633,153.15519,0.482,0.84,15.38,5.479,20.2,90,-99.9,-99.9
162,Caloundra,54,1687732200,2023-06-26T08:30:00,-26.84633,153.15516,0.479,0.83,16.67,5.479,20.2,92.8,-99.9,-99.9
163,Caloundra,54,1687734000,2023-06-26T09:00:00,-26.84633,153.15516,0.48,0.85,16.67,5.405,20.25,83,-99.9,-99.9
164,Caloundra,54,1687735800,2023-06-26T09:30:00,-26.84634,153.15516,0.468,0.71,16.67,5.479,20.25,94.2,-99.9,-99.9
165,Caloundra,54,1687737600,2023-06-26T10:00:00,-26.84635,153.15516,0.459,0.77,15.38,4.878,20.2,102.7,-99.9,-99.9
166,Caloundra,54,1687739400,2023-06-26T10:30:00,-26.84635,153.15516,0.403,0.82,16.67,4.651,20.15,94.2,-99.9,-99.9
167,Caloundra,54,1687741200,2023-06-26T11:00:00,-26.84635,153.15519,0.434,0.71,11.11,4.301,20.1,83,-99.9,-99.9
168,Caloundra,54,1687743000,2023-06-26T11:30:00,-26.84651,153.15525,0.399,0.64,16.67,4.255,20.1,88.6,-99.9,-99.9
169,Caloundra,54,1687744800,2023-06-26T12:00:00,-26.84666,153.15519,0.41,0.83,16.67,4.494,20.15,92.8,-99.9,-99.9
170,Caloundra,54,1687746600,2023-06-26T12:30:00,-26.84679,153.15514,0.367,0.62,15.38,5.063,20.15,101.3,-99.9,-99.9
171,Caloundra,54,1687748400,2023-06-26T13:00:00,-26.84685,153.1551,0.392,0.89,16.67,5.063,20.15,88.6,-99.9,-99.9
172,Caloundra,54,1687750200,2023-06-26T13:30:00,-26.84693,153.15508,0.38,0.66,16.67,5,20.2,101.3,-99.9,-99.9
173,Caloundra,54,1687752000,2023-06-26T14:00:00,-26.84696,153.1551,0.39,0.64,15.38,5.405,20.2,98.4,-99.9,-99.9
174,Caloundra,54,1687753800,2023-06-26T14:30:00,-26.84697,153.15512,0.385,0.73,15.38,5.479,20.2,94.2,-99.9,-99.9
175,Caloundra,54,1687755600,2023-06-26T15:00:00,-26.84697,153.15512,0.397,0.7,15.38,5.714,20.25,113.9,-99.9,-99.9
176,Caloundra,54,1687757400,2023-06-26T15:30:00,-26.84696,153.15514,0.398,0.62,15.38,5.797,20.2,91.4,-99.9,-99.9
177,Caloundra,54,1687759200,2023-06-26T16:00:00,-26.84694,153.15519,0.411,0.71,14.29,5.063,20.15,98.4,-99.9,-99.9
178,Caloundra,54,1687761000,2023-06-26T16:30:00,-26.84692,153.15521,0.443,0.77,14.29,5.797,20.15,92.8,-99.9,-99.9
179,Caloundra,54,1687762800,2023-06-26T17:00:00,-26.84686,153.15521,0.371,0.57,15.38,7.018,20.1,90,-99.9,-99.9
180,Caloundra,54,1687764600,2023-06-26T17:30:00,-26.84678,153.15521,0.425,0.67,14.29,6.154,20.15,95.6,-99.9,-99.9
181,Caloundra,54,1687766400,2023-06-26T18:00:00,-26.84668,153.15523,0.37,0.59,15.38,7.273,20.15,94.2,-99.9,-99.9
182,Caloundra,54,1687768200,2023-06-26T18:30:00,-26.84662,153.15525,0.405,0.67,15.38,6.349,20.15,91.4,-99.9,-99.9
183,Caloundra,54,1687770000,2023-06-26T19:00:00,-26.84655,153.15527,0.378,0.59,15.38,6.349,20.15,97,-99.9,-99.9
184,Caloundra,54,1687811400,2023-06-27T06:30:00,-26.84642,153.15523,0.326,0.6,11.76,5.479,19.9,97,-99.9,-99.9
185,Caloundra,54,1687813200,2023-06-27T07:00:00,-26.84639,153.15523,0.357,0.73,13.33,5,19.85,80.2,-99.9,-99.9
186,Caloundra,54,1687815000,2023-06-27T07:30:00,-26.84639,153.15523,0.359,0.63,13.33,5,19.9,95.6,-99.9,-99.9
187,Caloundra,54,1687816800,2023-06-27T08:00:00,-26.84637,153.15521,0.348,0.64,14.29,5.479,19.9,94.2,-99.9,-99.9
188,Caloundra,54,1687818600,2023-06-27T08:30:00,-26.84637,153.15521,0.344,0.6,15.38,5.714,19.85,87.2,-99.9,-99.9
189,Caloundra,54,1687820400,2023-06-27T09:00:00,-26.84636,153.15516,0.377,0.63,14.29,5.634,19.9,87.2,-99.9,-99.9
190,Caloundra,54,1687822200,2023-06-27T09:30:00,-26.84636,153.15521,0.364,0.63,13.33,5.634,19.9,95.6,-99.9,-99.9
191,Caloundra,54,1687824000,2023-06-27T10:00:00,-26.84635,153.15519,0.386,0.73,11.76,5.797,19.95,99.8,-99.9,-99.9
192,Caloundra,54,1687825800,2023-06-27T10:30:00,-26.84634,153.15516,0.379,0.71,12.5,5.634,19.95,91.4,-99.9,-99.9
193,Caloundra,54,1687827600,2023-06-27T11:00:00,-26.84634,153.15514,0.361,0.66,11.76,4.348,19.95,92.8,-99.9,-99.9
